,Job_Title,Queried_Salary,Job_Type,Skill,No_of_Skills,Company,No_of_Stars
2372,Data Scientist – CIB Chief Data Science Office - Associate,>160000,data_scientist,"['TensorFlow', 'Hive', 'Machine Learning', 'Hadoop', 'R', 'C/C++', 'SQL', 'Java', 'Natural Language Processing', 'Spark', 'Git', 'MATLAB', 'Python']",13,JPMorgan Chase,4
2373,Data Scientist and Quantitative Dev Lead,>160000,data_scientist,"['.Net', 'Java', 'JavaScript', 'TensorFlow', 'C#', 'Machine Learning', 'Git', 'CI/CD', 'Python', 'C/C++', 'Haskell']",11,Liquidnet,4
2374,Machine Learning Scientist (All Levels)- Research,>160000,data_scientist,"['TensorFlow', 'Natural Language Processing', 'Spark', 'Machine Learning', 'Hadoop', 'Network', 'Python', 'Workday']",8,Workday,4
2375,Senior Data Scientist,>160000,data_scientist,"['Machine Learning', 'Image Processing']",2,Harnham,5
2376,Machine Learning Data Scientist,>160000,data_scientist,"['TensorFlow', 'Machine Learning', 'R', 'SQL', 'Data Warehouse', 'Python']",6,Jobspring Partners,4
2377,"Data Scientist & Platform Developer, DevOps Analytics",>160000,data_scientist,"['Machine Learning', 'R', 'Google Cloud Platform', 'Azure', 'HTML5', 'SQL', 'C#', 'CI', 'Software Development', 'Jira', 'Jenkins', 'JavaScript', 'AI', 'Hadoop', 'SDLC', 'Tableau', 'Java', '.Net', 'Predictive Analytics', 'HP ALM']",20,Genentech,4
2378,Principal Data Scientist,>160000,data_scientist,"['Natural Language Processing', 'Machine Learning', 'Image Processing']",3,Harnham,5
2379,Data Scientist,>160000,data_scientist,"['Data Mining', 'Machine Learning', 'TS/SCI Clearance', 'CompTIA Security+', 'Hadoop', 'DoD 8570', 'HBase', 'Apache', 'Java', 'Big Data', 'CISSP', 'Intelligence Experience', 'Spark', 'Design Experience', 'Software Development']",15,Booz Allen Hamilton,4
2380,Lead Data Scientist,>160000,data_scientist,"['Python', 'SQL']",2,Jobspring Partners,4
2381,Senior Data Scientist,>160000,data_scientist,"['Big Data', 'Data Warehouse', 'R', 'Python', 'SQL']",5,Jobspring Partners,4
2382,Statistical Machine Learning Scientist,>160000,data_scientist,"['AI', 'Machine Learning', 'R', 'C/C++', 'SQL', 'HTML5', 'Java', 'Spark', 'Git', 'NoSQL', 'Python']",11,AIG,4
2383,Data Scientist - SAP Innovative Business Solutions- Palo Alt...,>160000,data_scientist,"['AI', 'Project Management', 'SAP', 'R', 'SQL', 'Software Development', 'Python']",7,SAP,4
2384,Data Scientist – CIB Chief Data Science Office - VP,>160000,data_scientist,"['TensorFlow', 'Hive', 'Machine Learning', 'Hadoop', 'R', 'C/C++', 'SQL', 'Java', 'Natural Language Processing', 'Spark', 'Git', 'MATLAB', 'Python']",13,JPMorgan Chase,4
2385,Lead Search Data Scientist,>160000,data_scientist,"['Data Mining', 'Machine Learning', 'Hadoop', 'Kafka', 'Solr', 'Java', 'Big Data', 'SaaS', 'Spark', 'Software Development', 'REST', 'NoSQL', 'Adobe Marketing', 'Python', 'Elasticsearch', 'AWS']",16,Adobe,4
2386,Data Scientist with Credit Risk Experience,>160000,data_scientist,"['AI', 'Spark', 'Hadoop', 'R', 'Scala', 'SAS', 'Python']",7,Synechron,4
2387,CIB Chief Data Science Office-Data Scientist – VP - New York,>160000,data_scientist,"['TensorFlow', 'Hive', 'Machine Learning', 'Hadoop', 'R', 'C/C++', 'SQL', 'Java', 'Natural Language Processing', 'Spark', 'Git', 'MATLAB', 'Python']",13,JPMorgan Chase,4
2388,"Data Scientist, Operations Research",>160000,data_scientist,"['Data Mining', 'R', 'Python', 'SQL']",4,All-In Analytics,0
2389,Data Scientist (Contract),>160000,data_scientist,"['TensorFlow', 'Machine Learning', 'R', 'Tableau', 'Python']",5,Workbridge Associates,3
2390,CCB Risk - Senior Data Scientist - Vice President,>160000,data_scientist,"['Machine Learning', 'Hadoop', 'R', 'Scala', 'SAS', 'SQL', 'Spark', 'Python']",8,JPMorgan Chase,4
2391,"Data Scientist, Senior",>160000,data_scientist,"['Java', 'Data Mining', 'TS/SCI Clearance', 'Intelligence Community Experience']",4,Booz Allen Hamilton,4
2392,Chief Data Scientist,>160000,data_scientist,"['AI', 'Machine Learning', 'Leadership Experience', 'Python']",4,Harnham,5
2393,"Data Scientist, Analytics - Monetization: Ads Quality and De...",>160000,data_scientist,"['TensorFlow', 'Hive', 'Quantitative Analysis', 'Data Mining', 'Machine Learning', 'Scripting', 'Hadoop', 'R', 'Perl', 'SAS', 'MATLAB', 'Python', 'PHP']",13,Facebook,4
2394,Senior Drone Software Specialist/Data Scientist,>160000,data_scientist,"['Java', 'Test Automation', 'REST', 'Software Testing', 'C/C++', 'Python', 'OOP']",7,Taino Consulting Group,0
2395,Senior Data Scientist,>160000,data_scientist,"['Machine Learning', 'R', 'SQL', 'Data Warehouse', 'Python']",5,Jobspring Partners,4
2396,Lead Data Scientist,>160000,data_scientist,"['Java', '.Net', 'Data Mining', 'C#', 'R', 'Python', 'C/C++', 'SQL']",8,All-In Analytics,0
2397,"Sr. Data Scientist, Partnerships",>160000,data_scientist,"['R', 'SAS', 'Python', 'SQL', 'Tableau']",5,All-In Analytics,0
2398,Data Scientist,>160000,data_scientist,"['Machine Learning', 'Go', 'R', 'Google Cloud Platform', 'C#', 'OpenStack', 'PostgreSQL', 'JavaScript', 'AI', 'Design Patterns', 'Data Mining', 'Hadoop', 'Kafka', 'Java', '.Net', 'Cassandra', 'Spark', 'Redis', 'Python', 'AWS']",20,Parallel HR,0
2399,Principal Data Scientist,>160000,data_scientist,['Machine Learning'],1,Harnham,5
2400,Exciting Senior Data Scientist at Successful Startup,>160000,data_scientist,"['Java', 'Martech', 'Machine Learning', 'Python']",4,Harnham,5
2401,Chief Data Scientist,>160000,data_scientist,"['Data Mining', 'Machine Learning', 'TS/SCI Clearance', 'Scala', 'Cloud Computing', 'Java', 'Natural Language Processing', 'Design Experience', 'AWS']",9,Booz Allen Hamilton,4
2402,Principal Data Scientist,>160000,data_scientist,"['Machine Learning', 'Python']",2,Harnham,5
2403,Data Scientist - Global Research & Data Analytics - VP,>160000,data_scientist,"['TensorFlow', 'Hive', 'Machine Learning', 'Hadoop', 'R', 'C/C++', 'SQL', 'Java', 'Natural Language Processing', 'Spark', 'Git', 'MATLAB', 'Python']",13,JPMorgan Chase,4
2404,Sr Staff Data Scientist,>160000,data_scientist,"['AI', 'Data Mining', 'Machine Learning', 'R', 'SAS', 'C/C++', 'Spark', 'Signal Processing', 'Python']",9,GE Careers,4
2405,Principal Data Scientist,>160000,data_scientist,['Machine Learning'],1,Harnham,5
2406,Principal Data Scientist,>160000,data_scientist,"['Machine Learning', 'Leadership Experience', 'Python']",3,Harnham,5
2407,"Sr. Data Scientist, New Products",>160000,data_scientist,"['R', 'SAS', 'Python', 'SQL', 'Tableau']",5,All-In Analytics,0
2408,Senior Data Scientist,>160000,data_scientist,"['Machine Learning', 'Python', 'SQL']",3,Harnham,5
2409,"Senior Data Scientist, Healthcare",>160000,data_scientist,"['Natural Language Processing', 'Machine Learning', 'R', 'Python', 'SQL', 'AWS']",6,Harnham,5
2410,"Sr. Data Scientist, City Operations",>160000,data_scientist,"['R', 'SAS', 'Python', 'SQL', 'Tableau']",5,All-In Analytics,0
2411,Senior Data Scientist,>160000,data_scientist,"['TensorFlow', 'Natural Language Processing', 'Hive', 'Spark', 'Machine Learning', 'Hadoop', 'R', 'Python', 'SQL']",9,Harnham,5
2412,Sr. Finance Data Scientist,>160000,data_scientist,"['R', 'SAS', 'Python', 'SQL', 'Tableau']",5,All-In Analytics,0
2413,Principal Data Scientist,>160000,data_scientist,"['TensorFlow', 'Natural Language Processing', 'AI', 'Machine Learning', 'Image Processing', 'AWS']",6,Harnham,5
2414,"Data Scientist, Senior",>160000,data_scientist,"['Linux', 'TS/SCI Clearance', 'Red Hat Enterprise Linux', 'Hadoop', 'Kafka', 'C/C++', 'Ubuntu', 'HBase', 'JSON', 'Apache', 'Big Data', 'Java', 'Intelligence Experience', 'CentOS', 'Spark', 'Design Experience', 'NoSQL']",17,Booz Allen Hamilton,4
2415,"Sr. Data Scientist, Consumer Package Goods",>160000,data_scientist,"['R', 'SAS', 'Python', 'SQL', 'Tableau']",5,All-In Analytics,0
2416,Senior Data Scientist,>160000,data_scientist,"['Big Data', 'Python', 'SQL', 'AWS']",4,Jobspring Partners,4
2417,Sr. Data Scientist of Products,>160000,data_scientist,"['R', 'SAS', 'Python', 'SQL', 'Tableau']",5,All-In Analytics,0
2418,Exciting Senior Data Scientist at Successful Startup,>160000,data_scientist,"['Java', 'Martech', 'Machine Learning', 'Python']",4,Harnham,5
2419,Senior Deep Learning Data Scientist,>160000,data_scientist,"['TensorFlow', 'Natural Language Processing', 'AWS']",3,Harnham,5
2420,Senior Deep Learning Data Scientist,>160000,data_scientist,"['TensorFlow', 'Natural Language Processing', 'AWS']",3,Harnham,5
2421,Senior Data Scientist,>160000,data_scientist,"['Hive', 'Spark', 'Machine Learning', 'Hadoop', 'R', 'Perl', 'MATLAB', 'Python']",8,Harnham,5
2422,Senior Data Scientist,>160000,data_scientist,"['Natural Language Processing', 'Spark', 'Machine Learning', 'Hadoop', 'R', 'Python', 'SQL']",7,Harnham,5
2423,Data Scientist,>160000,data_scientist,"['Machine Learning', 'CompTIA Security+', 'DoD 8570', 'Apache', 'Big Data', 'Intelligence Experience', 'Design Experience', 'Software Development', 'Data Mining', 'TS/SCI Clearance', 'Hadoop', 'HBase', 'Java', 'CISSP', 'Spark']",15,Intelligent Waves Llc,4
2424,Lead Data Scientist,>160000,data_scientist,"['Hive', 'Spark', 'Machine Learning', 'Hadoop', 'Leadership Experience', 'Python', 'Supply Chain Experience']",7,Harnham,5
2425,Lead Data Scientist,>160000,data_scientist,"['R', 'SAS', 'Python', 'SQL', 'Tableau']",5,All-In Analytics,0
2426,Senior/Principal Digital Health Platforms Data Scientist (PH...,>160000,data_scientist,,0,Roche,4
2427,"Sr. Data Scientist, Customer Logistics Analytics",>160000,data_scientist,"['Hive', 'Spark', 'R', 'SAS', 'Python', 'SQL', 'Tableau']",7,All-In Analytics,0
2428,"Senior Data Scientist, A/B Testing",>160000,data_scientist,"['R', 'SAS', 'Python', 'SQL', 'Tableau']",5,All-In Analytics,0
2429,"Director, Machine Learning/Data Scientist-PHARMA",>160000,data_scientist,"['TensorFlow', 'Data Mining', 'Machine Learning', 'Hadoop', 'Spark', 'Software Development', 'Python', 'OOP']",8,Smith Hanley Associates,4
2430,Lead Data Scientist,>160000,data_scientist,"['Hive', 'Data Mining', 'Hadoop', 'Scala', 'R', 'Azure', 'SAS', 'Big Data', 'Spark', 'NoSQL', 'Python', 'AWS']",12,Verisk Analytics,4
2431,Sr. Marketing Data Scientist,>160000,data_scientist,"['Marketing', 'R', 'SAS', 'Python', 'Multichannel Marketing', 'SQL', 'Tableau']",7,All-In Analytics,0
2432,"Sr. Data Scientist, Inventory",>160000,data_scientist,"['R', 'SAS', 'Python', 'SQL', 'Tableau']",5,All-In Analytics,0
2433,"Lead Data Scientist, Hedge Fund",>160000,data_scientist,"['Java', 'Martech', 'Machine Learning', 'Hadoop', 'Python', 'C/C++']",6,Harnham,5
2434,Research Scientist - Machine Learning and Image Analysis,>160000,data_scientist,"['Machine Learning', 'Image Processing', 'Python', 'C/C++']",4,HeartFlow,3
2435,Executive Director- Machine Learning & Big Data,>160000,data_scientist,"['Spring', 'Machine Learning', 'Hadoop', 'Kafka', 'HBase', 'Java', 'Cassandra', 'Spark', 'NoSQL', 'AWS']",10,JPMorgan Chase,4
2436,Senior Data Scientist (Machine Learning),>160000,data_scientist,"['Java', 'Machine Learning', 'Python', 'SQL']",4,Jobspring Partners,4
2437,"Data Scientist (Machine Learning, Hadoop)",>160000,data_scientist,"['Machine Learning', 'Hadoop', 'Scala', 'Big Data', 'Java', 'Spark', 'Python']",7,Jobspring Partners,4
2438,"Senior Data Scientist - Healthcare Analytics & Delivery, New...",>160000,data_scientist,"['Machine Learning', 'Microsoft Powerpoint', 'R', 'Tableau']",4,McKinsey & Company,4
2439,"Sr. Data Scientist, HR Analytics",>160000,data_scientist,"['R', 'SAS', 'Python', 'SQL', 'Tableau']",5,All-In Analytics,0
2440,"Associate Director, Lead Data Scientist",>160000,data_scientist,"['Pig', 'Hive', 'Machine Learning', 'Experimental Design', 'Perl', 'R', 'C/C++', 'Solr', 'Natural Language Processing', 'Data Analysis', 'MATLAB', 'AI', 'Data Mining', 'Hadoop', 'Scala', 'HBase', 'Java', 'Lucene', 'Spark', 'NoSQL']",20,S&P Global,4
2441,Senior/Principal Digital Health Platforms Data Scientist (PH...,>160000,data_scientist,,0,Genentech,4
2442,"Sr. Data Scientist, Lead - Product Platform",>160000,data_scientist,"['Big Data', 'Hive', 'Data Mining', 'Spark', 'Machine Learning', 'Hadoop', 'R', 'Python', 'SQL']",9,Uber,4
2443,"Lead Data Scientist, Hedge Fund",>160000,data_scientist,"['Java', 'Martech', 'Machine Learning', 'Hadoop', 'Python', 'C/C++']",6,Harnham,5
2444,"Associate Director, Lead Data Scientist",>160000,data_scientist,"['Pig', 'Hive', 'Machine Learning', 'Experimental Design', 'Perl', 'R', 'C/C++', 'Solr', 'Natural Language Processing', 'Data Analysis', 'MATLAB', 'AI', 'Data Mining', 'Hadoop', 'Scala', 'HBase', 'Java', 'Lucene', 'Spark', 'NoSQL']",20,McGraw Hill Financial,4
2445,"Lead Data Science Instructor, Principal Data Scientist",>160000,data_scientist,"['Natural Language Processing', 'Hive', 'Machine Learning', 'Hadoop', 'Teaching Experience', 'Python', 'Data Science', 'SQL']",8,Galvanize,4
2446,Senior Data Scientist,>160000,data_scientist,"['TensorFlow', 'Machine Learning', 'Clinical Trials', 'SQL', 'S3', 'Spark', 'Python', 'AWS']",8,IQ Workforce,0
2447,"VP, Head of Data, Analytics & Machine Learning",>160000,data_scientist,"['Big Data', 'Data Mining', 'Machine Learning', 'SPSS', 'Hadoop', 'NoSQL', 'R', 'SAS', 'SQL']",9,HD Vest,4
2448,Director of Machine Learning,>160000,data_scientist,"['Natural Language Processing', 'Machine Learning']",2,JLL,4
2449,"Lead Data Science Instructor, Principal Data Scientist",>160000,data_scientist,"['Natural Language Processing', 'Hive', 'Machine Learning', 'Hadoop', 'Teaching Experience', 'Python', 'Data Science', 'SQL']",8,Galvanize,4
2450,Personal Financial Management - Chief Data Scientist - Vice...,>160000,data_scientist,"['Pig', 'AI', 'Hive', 'Machine Learning', 'Hadoop', 'R', 'Kafka', 'Big Data', 'Natural Language Processing', 'Cassandra', 'Spark']",11,Goldman Sachs,4
2451,Data Scientist Lead - Global Research & Data Analytics - ED,>160000,data_scientist,"['TensorFlow', 'Hive', 'Machine Learning', 'Hadoop', 'R', 'C/C++', 'SQL', 'Java', 'Natural Language Processing', 'Spark', 'Git', 'MATLAB', 'Python']",13,JPMorgan Chase,4
2452,Senior Research Scientist - Machine Learning,>160000,data_scientist,"['TensorFlow', 'AI', 'Machine Learning', 'Data Management', 'Network', 'Image Processing', 'C/C++', 'Java', 'Natural Language Processing', 'MATLAB', 'Python']",11,HP,4
2453,Data Scientist and Managing Consultant - Advanced Analytics,>160000,data_scientist,"['Machine Learning', 'Data Management', 'R', 'SQL', 'HTML5', 'SPSS', 'CSS', 'JavaScript', 'Hadoop', 'SAS', 'Python', 'DB2']",12,IBM,4
2454,"Lead Data Science Instructor, Principal Data Scientist",>160000,data_scientist,"['Natural Language Processing', 'Spark', 'Machine Learning', 'Teaching Experience', 'Python', 'Data Science', 'SQL']",7,Galvanize,4
2455,"Lead Data Science Instructor, Principal Data Scientist",>160000,data_scientist,"['Natural Language Processing', 'Hive', 'Machine Learning', 'Hadoop', 'Teaching Experience', 'Python', 'Data Science', 'SQL']",8,Galvanize,4
2456,"Senior Data Scientist, Machine Learning",>160000,data_scientist,"['TensorFlow', 'JavaScript', 'Machine Learning', 'R', 'Scala', 'SQL', 'Node.js', 'PostgreSQL', 'Python']",9,Payette Group,0
2457,"Senior Data Scientist, Machine Learning",>160000,data_scientist,"['TensorFlow', 'JavaScript', 'Machine Learning', 'R', 'Scala', 'SQL', 'Node.js', 'PostgreSQL', 'Python']",9,Payette Group,0
2458,CIB Data Analytics - Machine Learning Program Strategy Execu...,>160000,data_scientist,"['Big Data', 'Natural Language Processing', 'Hive', 'Spark', 'Machine Learning', 'Hadoop', 'SDLC', 'SQL']",8,JPMorgan Chase,4
2459,Machine Learning Director - CitiRisk,>160000,data_scientist,"['AI', 'PaaS', 'Machine Learning']",3,Citi,4
2460,Machine Learning Architect,>160000,data_scientist,"['TensorFlow', 'Natural Language Processing', 'Data Mining', 'Spark', 'Machine Learning', 'Kubernetes', 'Hadoop', 'Python', 'AWS']",9,"NetBrain Technologies, Inc.",2
2461,Manager of Machine Learning - Prod Ops,>160000,data_scientist,"['Data Mining', 'Machine Learning', 'Hadoop', 'R', 'SQL', 'Big Data', 'Git', 'Shell Scripting', 'MATLAB', 'Python', 'Elasticsearch']",11,Wayfair,3
2462,Principal Product Manager (Data/Machine Learning),>160000,data_scientist,"['Machine Learning', 'Azure', 'Remote Access Software', 'SaaS', 'AWS']",5,LogMeIn,4
2463,Head of Machine Learning,>160000,data_scientist,"['Machine Learning', 'R', 'Leadership Experience', 'Python']",4,Harnham,5
2464,Principal Artificial Intelligence/Machine Learning Scientist...,>160000,data_scientist,"['AI', 'Project Leadership', 'Machine Learning', 'Project Management', 'Big Data', 'Leadership Experience', 'Data Science']",7,Signify,4
2465,"VP AI Partnerships (Chief Commercial Officer, Science)",>160000,data_scientist,['Leadership Experience'],1,AIG,4
2466,Subject Matter Expert Data Scientist,>160000,data_scientist,['TS/SCI Clearance'],1,Dice,0
2467,"Software Development Manager, Machine Learning",>160000,data_scientist,"['Node.js', 'Machine Learning', 'Software Development', 'AWS']",4,Lab126,0
2468,"Director of Machine Learning (NLP, Python, NLTK, Spark)",>160000,data_scientist,"['TensorFlow', 'Machine Learning', 'Natural Language Processing', 'Python', 'Elasticsearch']",5,Jobspring Partners,4
2469,"Software Development Manager, Machine Learning",>160000,data_scientist,"['Node.js', 'Machine Learning', 'Software Development', 'AWS']",4,Lab126,0
2470,Senior Data Scientist - SaaS-based B2B Marketing Technology,>160000,data_scientist,"['AI', 'Machine Learning', 'Hadoop', 'SAP', 'SQL', 'Natural Language Processing', 'Spark', 'NoSQL']",8,Redfish Technology - High Tech Executive Recruiters,0
2471,Machine Learning NLP/ Computer Vision Research Scientist / P...,>160000,data_scientist,"['TensorFlow', 'Machine Learning', 'R', 'Azure', 'C/C++', 'Natural Language Processing', 'MATLAB', 'AI', 'Hadoop', 'Scala', 'Image Processing', 'Java', 'NIST', 'Spark', 'Git', 'Python', 'AWS']",17,Moody's Corporation,4
2472,Machine Learning Lead,>160000,data_scientist,"['Natural Language Processing', 'Machine Learning', 'R', 'Python', 'Data Science']",5,Darwin Recruitment,0
2473,Senior Technical Lead - NSX - Machine Learning / Data Scienc...,>160000,data_scientist,"['TensorFlow', 'AI', 'Machine Learning', 'Project Management', 'C/C++', 'SQL', 'Java', 'NoSQL', 'OOP', 'Python']",10,VMware,4
2474,Solution Principal - Machine Learning - Information Manageme...,>160000,data_scientist,"['JavaScript', 'Machine Learning', 'Go', 'Azure', 'Google Cloud Platform', 'R', 'SQL', 'Java', '.Net', 'C#', 'Data Science', 'Python', 'AWS']",13,Slalom Consulting,4
2475,Machine Learning Platform Architect,>160000,data_scientist,"['Java', 'Linux', 'AI', 'Machine Learning', 'Hadoop', 'Scala', 'Python', 'C/C++', 'HBase']",9,3coast,4
2476,Solution Principal - Machine Learning - Information Manageme...,>160000,data_scientist,"['JavaScript', 'Machine Learning', 'Go', 'Azure', 'Google Cloud Platform', 'R', 'SQL', 'Java', '.Net', 'C#', 'Data Science', 'Python', 'AWS']",13,Slalom Consulting,4
