Unnamed: 0,Location,Company_Revenue,python,sql,machine learning,r,hadoop,Job_Title,Queried_Salary,Job_Type,Skill,No_of_Skills,Company,No_of_Stars,No_of_Reviews,Company_Industry,IL,WA,MD,DC,NC,Other_states,Consulting and Business Services,Internet and Software,Banks and Financial Services,Health Care,Insurance,Other_industries,Company_Employees,tableau,sas,spark,java,Others,CA,NY,VA,TX,MA
2366,NJ,More than $10B (USD),1,1,1,1,0,Data Scientist – Cloud Services,>160000,data_scientist,"['Data Mining', 'Machine Learning', 'Data Management', 'R', 'SQL', 'Tableau', 'Big Data', 'Java', 'Natural Language Processing', 'S3', 'NoSQL', 'Python', 'AWS']",13,JPMorgan Chase,4,21159.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0,"10,000+",1,0,0,1,1,0,0,0,0,0
2367,CA,Missing,0,1,1,0,1,Data Scientist,>160000,data_scientist,"['Spark', 'Machine Learning', 'Hadoop', 'SQL']",4,Jobspring Partners,4,31.0,Human Resources and Staffing,0,0,0,0,0,0,0,0,0,0,0,1,missing,0,0,1,0,0,1,0,0,0,0
2368,CA,Missing,1,0,1,0,0,Principal Data Scientist,>160000,data_scientist,"['Java', 'Cybersecurity', 'AI', 'Machine Learning', 'Scala', 'Python', 'C/C++']",7,Zingbox,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,1,1,1,0,0,0,0
2369,WA,Missing,1,1,0,1,0,Head Data Scientist,>160000,data_scientist,"['Java', '.Net', 'Data Mining', 'C#', 'R', 'Python', 'C/C++', 'SQL']",8,All-In Analytics,0,0.0,Not Listed,0,1,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,1,1,0,0,0,0,0
2370,VA,$5B to $10B (USD),0,0,0,0,0,Chief Data Scientist,>160000,data_scientist,"['AI', 'TS/SCI Clearance', 'Strategic Planning']",3,Booz Allen Hamilton,4,1733.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"10,000+",0,0,0,0,1,0,0,1,0,0
2371,NY,More than $10B (USD),1,1,1,1,1,Data Scientist - Global Research & Data Analytics - Associat...,>160000,data_scientist,"['TensorFlow', 'Hive', 'Machine Learning', 'Hadoop', 'R', 'C/C++', 'SQL', 'Java', 'Natural Language Processing', 'Spark', 'Git', 'MATLAB', 'Python']",13,JPMorgan Chase,4,21159.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0,"10,000+",0,0,1,1,1,0,1,0,0,0
2372,NY,More than $10B (USD),1,1,1,1,1,Data Scientist – CIB Chief Data Science Office - Associate,>160000,data_scientist,"['TensorFlow', 'Hive', 'Machine Learning', 'Hadoop', 'R', 'C/C++', 'SQL', 'Java', 'Natural Language Processing', 'Spark', 'Git', 'MATLAB', 'Python']",13,JPMorgan Chase,4,21159.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0,"10,000+",0,0,1,1,1,0,1,0,0,0
2373,NY,Missing,1,0,1,0,0,Data Scientist and Quantitative Dev Lead,>160000,data_scientist,"['.Net', 'Java', 'JavaScript', 'TensorFlow', 'C#', 'Machine Learning', 'Git', 'CI/CD', 'Python', 'C/C++', 'Haskell']",11,Liquidnet,4,8.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,1,1,0,1,0,0,0
2374,CA,$1B to $5B (USD),1,0,1,0,1,Machine Learning Scientist (All Levels)- Research,>160000,data_scientist,"['TensorFlow', 'Natural Language Processing', 'Spark', 'Machine Learning', 'Hadoop', 'Network', 'Python', 'Workday']",8,Workday,4,56.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,missing,0,0,1,0,1,1,0,0,0,0
2375,CA,Missing,0,0,1,0,0,Senior Data Scientist,>160000,data_scientist,"['Machine Learning', 'Image Processing']",2,Harnham,5,6.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"Less than 10,000",0,0,0,0,1,1,0,0,0,0
2376,CA,Missing,1,1,1,1,0,Machine Learning Data Scientist,>160000,data_scientist,"['TensorFlow', 'Machine Learning', 'R', 'SQL', 'Data Warehouse', 'Python']",6,Jobspring Partners,4,31.0,Human Resources and Staffing,0,0,0,0,0,0,0,0,0,0,0,1,missing,0,0,0,0,1,1,0,0,0,0
2377,CA,Missing,0,1,1,1,1,"Data Scientist & Platform Developer, DevOps Analytics",>160000,data_scientist,"['Machine Learning', 'R', 'Google Cloud Platform', 'Azure', 'HTML5', 'SQL', 'C#', 'CI', 'Software Development', 'Jira', 'Jenkins', 'JavaScript', 'AI', 'Hadoop', 'SDLC', 'Tableau', 'Java', '.Net', 'Predictive Analytics', 'HP ALM']",20,Genentech,4,726.0,Pharmaceuticals,0,0,0,0,0,0,0,0,0,0,0,1,"10,000+",1,0,0,1,1,1,0,0,0,0
2378,CA,Missing,0,0,1,0,0,Principal Data Scientist,>160000,data_scientist,"['Natural Language Processing', 'Machine Learning', 'Image Processing']",3,Harnham,5,6.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"Less than 10,000",0,0,0,0,1,1,0,0,0,0
2379,VA,$5B to $10B (USD),0,0,1,0,1,Data Scientist,>160000,data_scientist,"['Data Mining', 'Machine Learning', 'TS/SCI Clearance', 'CompTIA Security+', 'Hadoop', 'DoD 8570', 'HBase', 'Apache', 'Java', 'Big Data', 'CISSP', 'Intelligence Experience', 'Spark', 'Design Experience', 'Software Development']",15,Booz Allen Hamilton,4,1733.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"10,000+",0,0,1,1,1,0,0,1,0,0
2380,CA,Missing,1,1,0,0,0,Lead Data Scientist,>160000,data_scientist,"['Python', 'SQL']",2,Jobspring Partners,4,31.0,Human Resources and Staffing,0,0,0,0,0,0,0,0,0,0,0,1,missing,0,0,0,0,0,1,0,0,0,0
2381,CA,Missing,1,1,0,1,0,Senior Data Scientist,>160000,data_scientist,"['Big Data', 'Data Warehouse', 'R', 'Python', 'SQL']",5,Jobspring Partners,4,31.0,Human Resources and Staffing,0,0,0,0,0,0,0,0,0,0,0,1,missing,0,0,0,0,1,1,0,0,0,0
2382,NY,More than $10B (USD),1,1,1,1,0,Statistical Machine Learning Scientist,>160000,data_scientist,"['AI', 'Machine Learning', 'R', 'C/C++', 'SQL', 'HTML5', 'Java', 'Spark', 'Git', 'NoSQL', 'Python']",11,AIG,4,2807.0,Insurance,0,0,0,0,0,0,0,0,0,0,1,0,"10,000+",0,0,1,1,1,0,1,0,0,0
2383,CA,More than $10B (USD),1,1,0,1,0,Data Scientist - SAP Innovative Business Solutions- Palo Alt...,>160000,data_scientist,"['AI', 'Project Management', 'SAP', 'R', 'SQL', 'Software Development', 'Python']",7,SAP,4,1791.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,"10,000+",0,0,0,0,1,1,0,0,0,0
2384,NY,More than $10B (USD),1,1,1,1,1,Data Scientist – CIB Chief Data Science Office - VP,>160000,data_scientist,"['TensorFlow', 'Hive', 'Machine Learning', 'Hadoop', 'R', 'C/C++', 'SQL', 'Java', 'Natural Language Processing', 'Spark', 'Git', 'MATLAB', 'Python']",13,JPMorgan Chase,4,21159.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0,"10,000+",0,0,1,1,1,0,1,0,0,0
2385,CA,$5B to $10B (USD),1,0,1,0,1,Lead Search Data Scientist,>160000,data_scientist,"['Data Mining', 'Machine Learning', 'Hadoop', 'Kafka', 'Solr', 'Java', 'Big Data', 'SaaS', 'Spark', 'Software Development', 'REST', 'NoSQL', 'Adobe Marketing', 'Python', 'Elasticsearch', 'AWS']",16,Adobe,4,484.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,"10,000+",0,0,1,1,1,1,0,0,0,0
2386,NY,Less than $1B (USD),1,0,0,1,1,Data Scientist with Credit Risk Experience,>160000,data_scientist,"['AI', 'Spark', 'Hadoop', 'R', 'Scala', 'SAS', 'Python']",7,Synechron,4,212.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"Less than 10,000",0,1,1,0,1,0,1,0,0,0
2387,NY,More than $10B (USD),1,1,1,1,1,CIB Chief Data Science Office-Data Scientist – VP - New York,>160000,data_scientist,"['TensorFlow', 'Hive', 'Machine Learning', 'Hadoop', 'R', 'C/C++', 'SQL', 'Java', 'Natural Language Processing', 'Spark', 'Git', 'MATLAB', 'Python']",13,JPMorgan Chase,4,21159.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0,"10,000+",0,0,1,1,1,0,1,0,0,0
2388,CA,Missing,1,1,0,1,0,"Data Scientist, Operations Research",>160000,data_scientist,"['Data Mining', 'R', 'Python', 'SQL']",4,All-In Analytics,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,1,1,0,0,0,0
2389,CA,Missing,1,0,1,1,0,Data Scientist (Contract),>160000,data_scientist,"['TensorFlow', 'Machine Learning', 'R', 'Tableau', 'Python']",5,Workbridge Associates,3,40.0,Human Resources and Staffing,0,0,0,0,0,0,0,0,0,0,0,1,"Less than 10,000",1,0,0,0,1,1,0,0,0,0
2390,OH,More than $10B (USD),1,1,1,1,1,CCB Risk - Senior Data Scientist - Vice President,>160000,data_scientist,"['Machine Learning', 'Hadoop', 'R', 'Scala', 'SAS', 'SQL', 'Spark', 'Python']",8,JPMorgan Chase,4,21159.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0,"10,000+",0,1,1,0,1,0,0,0,0,0
2391,VA,$5B to $10B (USD),0,0,0,0,0,"Data Scientist, Senior",>160000,data_scientist,"['Java', 'Data Mining', 'TS/SCI Clearance', 'Intelligence Community Experience']",4,Booz Allen Hamilton,4,1733.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"10,000+",0,0,0,1,1,0,0,1,0,0
2392,CA,Missing,1,0,1,0,0,Chief Data Scientist,>160000,data_scientist,"['AI', 'Machine Learning', 'Leadership Experience', 'Python']",4,Harnham,5,6.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"Less than 10,000",0,0,0,0,1,1,0,0,0,0
2393,CA,Missing,1,0,1,1,1,"Data Scientist, Analytics - Monetization: Ads Quality and De...",>160000,data_scientist,"['TensorFlow', 'Hive', 'Quantitative Analysis', 'Data Mining', 'Machine Learning', 'Scripting', 'Hadoop', 'R', 'Perl', 'SAS', 'MATLAB', 'Python', 'PHP']",13,Facebook,4,387.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,"10,000+",0,1,0,0,1,1,0,0,0,0
2394,MA,Missing,1,0,0,0,0,Senior Drone Software Specialist/Data Scientist,>160000,data_scientist,"['Java', 'Test Automation', 'REST', 'Software Testing', 'C/C++', 'Python', 'OOP']",7,Taino Consulting Group,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,1,1,0,0,0,0,1
2395,CA,Missing,1,1,1,1,0,Senior Data Scientist,>160000,data_scientist,"['Machine Learning', 'R', 'SQL', 'Data Warehouse', 'Python']",5,Jobspring Partners,4,31.0,Human Resources and Staffing,0,0,0,0,0,0,0,0,0,0,0,1,missing,0,0,0,0,1,1,0,0,0,0
2396,WA,Missing,1,1,0,1,0,Lead Data Scientist,>160000,data_scientist,"['Java', '.Net', 'Data Mining', 'C#', 'R', 'Python', 'C/C++', 'SQL']",8,All-In Analytics,0,0.0,Not Listed,0,1,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,1,1,0,0,0,0,0
2397,CA,Missing,1,1,0,1,0,"Sr. Data Scientist, Partnerships",>160000,data_scientist,"['R', 'SAS', 'Python', 'SQL', 'Tableau']",5,All-In Analytics,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,1,1,0,0,0,1,0,0,0,0
2398,CA,Missing,1,0,1,1,1,Data Scientist,>160000,data_scientist,"['Machine Learning', 'Go', 'R', 'Google Cloud Platform', 'C#', 'OpenStack', 'PostgreSQL', 'JavaScript', 'AI', 'Design Patterns', 'Data Mining', 'Hadoop', 'Kafka', 'Java', '.Net', 'Cassandra', 'Spark', 'Redis', 'Python', 'AWS']",20,Parallel HR,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,1,0,0,0,0
2399,CA,Missing,0,0,1,0,0,Principal Data Scientist,>160000,data_scientist,['Machine Learning'],1,Harnham,5,6.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"Less than 10,000",0,0,0,0,0,1,0,0,0,0
2400,NY,Missing,1,0,1,0,0,Exciting Senior Data Scientist at Successful Startup,>160000,data_scientist,"['Java', 'Martech', 'Machine Learning', 'Python']",4,Harnham,5,6.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"Less than 10,000",0,0,0,1,1,0,1,0,0,0
2401,VA,$5B to $10B (USD),0,0,1,0,0,Chief Data Scientist,>160000,data_scientist,"['Data Mining', 'Machine Learning', 'TS/SCI Clearance', 'Scala', 'Cloud Computing', 'Java', 'Natural Language Processing', 'Design Experience', 'AWS']",9,Booz Allen Hamilton,4,1733.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"10,000+",0,0,0,1,1,0,0,1,0,0
2402,CA,Missing,1,0,1,0,0,Principal Data Scientist,>160000,data_scientist,"['Machine Learning', 'Python']",2,Harnham,5,6.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"Less than 10,000",0,0,0,0,0,1,0,0,0,0
2403,NY,More than $10B (USD),1,1,1,1,1,Data Scientist - Global Research & Data Analytics - VP,>160000,data_scientist,"['TensorFlow', 'Hive', 'Machine Learning', 'Hadoop', 'R', 'C/C++', 'SQL', 'Java', 'Natural Language Processing', 'Spark', 'Git', 'MATLAB', 'Python']",13,JPMorgan Chase,4,21159.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0,"10,000+",0,0,1,1,1,0,1,0,0,0
2404,CA,More than $10B (USD),1,0,1,1,0,Sr Staff Data Scientist,>160000,data_scientist,"['AI', 'Data Mining', 'Machine Learning', 'R', 'SAS', 'C/C++', 'Spark', 'Signal Processing', 'Python']",9,GE Careers,4,4683.0,Industrial Manufacturing,0,0,0,0,0,0,0,0,0,0,0,1,"10,000+",0,1,1,0,1,1,0,0,0,0
2405,CA,Missing,0,0,1,0,0,Principal Data Scientist,>160000,data_scientist,['Machine Learning'],1,Harnham,5,6.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"Less than 10,000",0,0,0,0,0,1,0,0,0,0
2406,CA,Missing,1,0,1,0,0,Principal Data Scientist,>160000,data_scientist,"['Machine Learning', 'Leadership Experience', 'Python']",3,Harnham,5,6.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"Less than 10,000",0,0,0,0,1,1,0,0,0,0
2407,CA,Missing,1,1,0,1,0,"Sr. Data Scientist, New Products",>160000,data_scientist,"['R', 'SAS', 'Python', 'SQL', 'Tableau']",5,All-In Analytics,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,1,1,0,0,0,1,0,0,0,0
2408,CA,Missing,1,1,1,0,0,Senior Data Scientist,>160000,data_scientist,"['Machine Learning', 'Python', 'SQL']",3,Harnham,5,6.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"Less than 10,000",0,0,0,0,0,1,0,0,0,0
2409,NY,Missing,1,1,1,1,0,"Senior Data Scientist, Healthcare",>160000,data_scientist,"['Natural Language Processing', 'Machine Learning', 'R', 'Python', 'SQL', 'AWS']",6,Harnham,5,6.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"Less than 10,000",0,0,0,0,1,0,1,0,0,0
2410,CA,Missing,1,1,0,1,0,"Sr. Data Scientist, City Operations",>160000,data_scientist,"['R', 'SAS', 'Python', 'SQL', 'Tableau']",5,All-In Analytics,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,1,1,0,0,0,1,0,0,0,0
2411,NY,Missing,1,1,1,1,1,Senior Data Scientist,>160000,data_scientist,"['TensorFlow', 'Natural Language Processing', 'Hive', 'Spark', 'Machine Learning', 'Hadoop', 'R', 'Python', 'SQL']",9,Harnham,5,6.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"Less than 10,000",0,0,1,0,1,0,1,0,0,0
2412,CA,Missing,1,1,0,1,0,Sr. Finance Data Scientist,>160000,data_scientist,"['R', 'SAS', 'Python', 'SQL', 'Tableau']",5,All-In Analytics,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,1,1,0,0,0,1,0,0,0,0
2413,CA,Missing,0,0,1,0,0,Principal Data Scientist,>160000,data_scientist,"['TensorFlow', 'Natural Language Processing', 'AI', 'Machine Learning', 'Image Processing', 'AWS']",6,Harnham,5,6.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"Less than 10,000",0,0,0,0,1,1,0,0,0,0
2414,VA,$5B to $10B (USD),0,0,0,0,1,"Data Scientist, Senior",>160000,data_scientist,"['Linux', 'TS/SCI Clearance', 'Red Hat Enterprise Linux', 'Hadoop', 'Kafka', 'C/C++', 'Ubuntu', 'HBase', 'JSON', 'Apache', 'Big Data', 'Java', 'Intelligence Experience', 'CentOS', 'Spark', 'Design Experience', 'NoSQL']",17,Booz Allen Hamilton,4,1733.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"10,000+",0,0,1,1,1,0,0,1,0,0
2415,CA,Missing,1,1,0,1,0,"Sr. Data Scientist, Consumer Package Goods",>160000,data_scientist,"['R', 'SAS', 'Python', 'SQL', 'Tableau']",5,All-In Analytics,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,1,1,0,0,0,1,0,0,0,0
2416,CA,Missing,1,1,0,0,0,Senior Data Scientist,>160000,data_scientist,"['Big Data', 'Python', 'SQL', 'AWS']",4,Jobspring Partners,4,31.0,Human Resources and Staffing,0,0,0,0,0,0,0,0,0,0,0,1,missing,0,0,0,0,1,1,0,0,0,0
2417,CA,Missing,1,1,0,1,0,Sr. Data Scientist of Products,>160000,data_scientist,"['R', 'SAS', 'Python', 'SQL', 'Tableau']",5,All-In Analytics,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,1,1,0,0,0,1,0,0,0,0
2418,NY,Missing,1,0,1,0,0,Exciting Senior Data Scientist at Successful Startup,>160000,data_scientist,"['Java', 'Martech', 'Machine Learning', 'Python']",4,Harnham,5,6.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"Less than 10,000",0,0,0,1,1,0,1,0,0,0
2419,CA,Missing,0,0,0,0,0,Senior Deep Learning Data Scientist,>160000,data_scientist,"['TensorFlow', 'Natural Language Processing', 'AWS']",3,Harnham,5,6.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"Less than 10,000",0,0,0,0,1,1,0,0,0,0
2420,CA,Missing,0,0,0,0,0,Senior Deep Learning Data Scientist,>160000,data_scientist,"['TensorFlow', 'Natural Language Processing', 'AWS']",3,Harnham,5,6.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"Less than 10,000",0,0,0,0,1,1,0,0,0,0
2421,NY,Missing,1,0,1,1,1,Senior Data Scientist,>160000,data_scientist,"['Hive', 'Spark', 'Machine Learning', 'Hadoop', 'R', 'Perl', 'MATLAB', 'Python']",8,Harnham,5,6.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"Less than 10,000",0,0,1,0,1,0,1,0,0,0
2422,CA,Missing,1,1,1,1,1,Senior Data Scientist,>160000,data_scientist,"['Natural Language Processing', 'Spark', 'Machine Learning', 'Hadoop', 'R', 'Python', 'SQL']",7,Harnham,5,6.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"Less than 10,000",0,0,1,0,1,1,0,0,0,0
2423,VA,Missing,0,0,1,0,1,Data Scientist,>160000,data_scientist,"['Machine Learning', 'CompTIA Security+', 'DoD 8570', 'Apache', 'Big Data', 'Intelligence Experience', 'Design Experience', 'Software Development', 'Data Mining', 'TS/SCI Clearance', 'Hadoop', 'HBase', 'Java', 'CISSP', 'Spark']",15,Intelligent Waves Llc,4,14.0,Aerospace and Defense,0,0,0,0,0,0,0,0,0,0,0,1,"Less than 10,000",0,0,1,1,1,0,0,1,0,0
2424,NY,Missing,1,0,1,0,1,Lead Data Scientist,>160000,data_scientist,"['Hive', 'Spark', 'Machine Learning', 'Hadoop', 'Leadership Experience', 'Python', 'Supply Chain Experience']",7,Harnham,5,6.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"Less than 10,000",0,0,1,0,1,0,1,0,0,0
2425,CA,Missing,1,1,0,1,0,Lead Data Scientist,>160000,data_scientist,"['R', 'SAS', 'Python', 'SQL', 'Tableau']",5,All-In Analytics,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,1,1,0,0,0,1,0,0,0,0
2426,CA,Missing,0,0,0,0,0,Senior/Principal Digital Health Platforms Data Scientist (PH...,>160000,data_scientist,,0,Roche,4,1661.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0,"10,000+",0,0,0,0,0,1,0,0,0,0
2427,CA,Missing,1,1,0,1,0,"Sr. Data Scientist, Customer Logistics Analytics",>160000,data_scientist,"['Hive', 'Spark', 'R', 'SAS', 'Python', 'SQL', 'Tableau']",7,All-In Analytics,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,1,1,1,0,1,1,0,0,0,0
2428,CA,Missing,1,1,0,1,0,"Senior Data Scientist, A/B Testing",>160000,data_scientist,"['R', 'SAS', 'Python', 'SQL', 'Tableau']",5,All-In Analytics,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,1,1,0,0,0,1,0,0,0,0
2429,PA,Missing,1,0,1,0,1,"Director, Machine Learning/Data Scientist-PHARMA",>160000,data_scientist,"['TensorFlow', 'Data Mining', 'Machine Learning', 'Hadoop', 'Spark', 'Software Development', 'Python', 'OOP']",8,Smith Hanley Associates,4,18.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0,"Less than 10,000",0,0,1,0,1,0,0,0,0,0
2430,CT,Missing,1,0,0,1,1,Lead Data Scientist,>160000,data_scientist,"['Hive', 'Data Mining', 'Hadoop', 'Scala', 'R', 'Azure', 'SAS', 'Big Data', 'Spark', 'NoSQL', 'Python', 'AWS']",12,Verisk Analytics,4,104.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0,"Less than 10,000",0,1,1,0,1,0,0,0,0,0
2431,CA,Missing,1,1,0,1,0,Sr. Marketing Data Scientist,>160000,data_scientist,"['Marketing', 'R', 'SAS', 'Python', 'Multichannel Marketing', 'SQL', 'Tableau']",7,All-In Analytics,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,1,1,0,0,1,1,0,0,0,0
2432,CA,Missing,1,1,0,1,0,"Sr. Data Scientist, Inventory",>160000,data_scientist,"['R', 'SAS', 'Python', 'SQL', 'Tableau']",5,All-In Analytics,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,1,1,0,0,0,1,0,0,0,0
2433,NY,Missing,1,0,1,0,1,"Lead Data Scientist, Hedge Fund",>160000,data_scientist,"['Java', 'Martech', 'Machine Learning', 'Hadoop', 'Python', 'C/C++']",6,Harnham,5,6.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"Less than 10,000",0,0,0,1,1,0,1,0,0,0
2434,CA,Missing,1,0,1,0,0,Research Scientist - Machine Learning and Image Analysis,>160000,data_scientist,"['Machine Learning', 'Image Processing', 'Python', 'C/C++']",4,HeartFlow,3,5.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,1,1,0,0,0,0
2435,NJ,More than $10B (USD),0,0,1,0,1,Executive Director- Machine Learning & Big Data,>160000,data_scientist,"['Spring', 'Machine Learning', 'Hadoop', 'Kafka', 'HBase', 'Java', 'Cassandra', 'Spark', 'NoSQL', 'AWS']",10,JPMorgan Chase,4,21159.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0,"10,000+",0,0,1,1,1,0,0,0,0,0
2436,CA,Missing,1,1,1,0,0,Senior Data Scientist (Machine Learning),>160000,data_scientist,"['Java', 'Machine Learning', 'Python', 'SQL']",4,Jobspring Partners,4,31.0,Human Resources and Staffing,0,0,0,0,0,0,0,0,0,0,0,1,missing,0,0,0,1,0,1,0,0,0,0
2437,PA,Missing,1,0,1,0,1,"Data Scientist (Machine Learning, Hadoop)",>160000,data_scientist,"['Machine Learning', 'Hadoop', 'Scala', 'Big Data', 'Java', 'Spark', 'Python']",7,Jobspring Partners,4,31.0,Human Resources and Staffing,0,0,0,0,0,1,0,0,0,0,0,1,missing,0,0,1,1,1,0,0,0,0,0
2438,NY,Missing,0,0,1,1,0,"Senior Data Scientist - Healthcare Analytics & Delivery, New...",>160000,data_scientist,"['Machine Learning', 'Microsoft Powerpoint', 'R', 'Tableau']",4,McKinsey & Company,4,411.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,1,0,0,0,1,0,1,0,0,0
2439,CA,Missing,1,1,0,1,0,"Sr. Data Scientist, HR Analytics",>160000,data_scientist,"['R', 'SAS', 'Python', 'SQL', 'Tableau']",5,All-In Analytics,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,1,1,0,0,0,1,0,0,0,0
2440,NY,Missing,0,0,1,1,1,"Associate Director, Lead Data Scientist",>160000,data_scientist,"['Pig', 'Hive', 'Machine Learning', 'Experimental Design', 'Perl', 'R', 'C/C++', 'Solr', 'Natural Language Processing', 'Data Analysis', 'MATLAB', 'AI', 'Data Mining', 'Hadoop', 'Scala', 'HBase', 'Java', 'Lucene', 'Spark', 'NoSQL']",20,S&P Global,4,700.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0,missing,0,0,1,1,1,0,1,0,0,0
2441,CA,Missing,0,0,0,0,0,Senior/Principal Digital Health Platforms Data Scientist (PH...,>160000,data_scientist,,0,Genentech,4,726.0,Pharmaceuticals,0,0,0,0,0,0,0,0,0,0,0,1,"10,000+",0,0,0,0,0,1,0,0,0,0
2442,CA,Missing,1,1,1,1,1,"Sr. Data Scientist, Lead - Product Platform",>160000,data_scientist,"['Big Data', 'Hive', 'Data Mining', 'Spark', 'Machine Learning', 'Hadoop', 'R', 'Python', 'SQL']",9,Uber,4,641.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,"10,000+",0,0,1,0,1,1,0,0,0,0
2443,NY,Missing,1,0,1,0,1,"Lead Data Scientist, Hedge Fund",>160000,data_scientist,"['Java', 'Martech', 'Machine Learning', 'Hadoop', 'Python', 'C/C++']",6,Harnham,5,6.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"Less than 10,000",0,0,0,1,1,0,1,0,0,0
2444,NY,Missing,0,0,1,1,1,"Associate Director, Lead Data Scientist",>160000,data_scientist,"['Pig', 'Hive', 'Machine Learning', 'Experimental Design', 'Perl', 'R', 'C/C++', 'Solr', 'Natural Language Processing', 'Data Analysis', 'MATLAB', 'AI', 'Data Mining', 'Hadoop', 'Scala', 'HBase', 'Java', 'Lucene', 'Spark', 'NoSQL']",20,McGraw Hill Financial,4,32.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0,missing,0,0,1,1,1,0,1,0,0,0
